Sigla,Município,Q1,Q2,Q3,Q4,Average Precipitation,,,,
SC,Itajaí,181.77,131.57,88.9,130.7,133.235,,,,
SC,Itapema,179.77,129.13,90.93,133.57,133.35,,,,
SC,Itapiranga,139.8,127.03,125.6,148.9,135.3325,,,,
SC,Itapoá,214.27,157,88.67,142.8,150.685,,,,
SC,Ituporanga,162.97,109.03,104.53,134.08,127.6525,,,,
SC,Jaborá,159.27,141.43,146.43,174.77,155.475,,,,
SC,Jacinto Machado,151.67,128.95,129.33,138.75,137.175,,,,
SC,Jaguaruna,146.9,116.3,103.93,123.3,122.6075,,,,
SC,Jaraguá do Sul,182.43,124.5,99.42,140.23,136.645,,,,
SC,Jardinópolis,169.5,151.1,144.2,175.23,160.0075,,,,
SC,Joaçaba,151.4,126.97,131.97,163.6,143.485,,,,
SC,Joinville,192.88,133.7,95.26,142.08,140.98,,,,
SC,José Boiteux,164.97,110.82,101.67,135.53,128.2475,,,,
SC,Jupiá,,,,,#DIV/0!,,,,
SC,Lacerdópolis,138.77,108.2,113.27,154.03,128.5675,,,,
SC,Lages,155.4,116.71,129.4,148.1,137.4025,,,,
SC,Laguna,134.63,115.3,100.57,119,117.375,,,,
SC,Lajeado Grande,180.17,167.5,164.3,189.17,175.285,,,,
SC,Laurentino,161.9,106.67,102.23,133.33,126.0325,,,,
SC,Lauro Muller,165.6,114.77,101.63,125.57,126.8925,,,,
SC,Lebon Régis,157.9,124.75,123.47,152.33,139.6125,,,,
SC,Leoberto Leal,168.93,115.8,104.37,136.83,131.4825,,,,
SC,Lindóia do Sul,167.1,150.9,155.6,181.17,163.6925,,,,
SC,Lontras,163.27,108.6,102.93,134.17,127.2425,,,,
SC,Luiz Alves,192.37,133.23,97.6,140.8,141,,,,
SC,Luzerna,,,,,#DIV/0!,,,,
SC,Macieira,158.63,140.33,140.73,166.5,151.5475,,,,
SC,Mafra,152.66,105.76,94.12,127.04,119.895,,,,
SC,Major Gercino,170.33,117.4,103.32,136.87,131.98,,,,
SC,Major Vieira,143.57,108.2,102.97,133.42,122.04,,,,
SC,Maracajá,127.67,104.8,96,113.17,110.41,,,,
SC,Maravilha,164.57,146,140.1,169.93,155.15,,,,
SC,Marema,177.4,162.13,156.97,185.13,170.4075,,,,
SC,Massaranduba,199.2,134.28,99.23,145.08,144.4475,,,,
SC,Matos Costa,157.7,134.7,129.53,159.17,145.275,,,,
SC,Meleiro,126.73,102.73,94.87,112.33,109.165,,,,
SC,Mirim Doce,160.23,117.27,116.97,147.17,135.41,,,,
SC,Modelo,169.93,151.9,145.93,175.73,160.8725,,,,
SC,Mondaí,151.27,138.1,134.77,160.43,146.1425,,,,
SC,Monte Carlo,161.4,127.03,130.5,157.47,144.1,,,,
SC,Monte Castelo,147.07,106.03,100.3,131.93,121.3325,,,,
SC,Morro da Fumaça,161.7,116.83,99.17,124.13,125.4575,,,,
SC,Morro Grande,150.57,116.7,111.1,128.1,126.6175,,,,
SC,Navegantes,191.47,137.97,91.2,135.27,138.9775,,,,
SC,Nova Erechim,163.27,143.67,137.77,168.17,153.22,,,,
SC,Nova Itaberaba,163.27,143.67,137.77,168.17,153.22,,,,
SC,Nova Trento,176.5,120.4,93.73,136.5,131.7825,,,,
SC,Nova Veneza,141.6,106.87,95.5,116.7,115.1675,,,,
SC,Novo Horizonte,177.87,162.37,155.07,185.93,170.31,,,,
SC,Orleans,164.47,113.68,100.87,124.8,125.955,,,,
SC,Otacílio Costa,159.02,112.2,114.11,141.9,131.8075,,,,
SC,Ouro,144.53,118.37,124.73,161.2,137.2075,,,,
SC,Ouro Verde,184.2,175.67,176.07,196.27,183.0525,,,,
SC,Paial,,,,,#DIV/0!,,,,
SC,Painel,,,,,#DIV/0!,,,,
SC,Palhoça,167.77,123.57,97.93,131.97,130.31,,,,
SC,Palma Sola,166.07,148.63,139.63,173.3,156.9075,,,,
SC,Palmeira,,,,,#DIV/0!,,,,
SC,Palmitos,157.93,142.47,138.77,165.2,151.0925,,,,
SC,Papanduva,146.93,106.77,101.32,132.6,121.905,,,,
SC,Paraíso,155.1,140.5,133.7,162.8,148.025,,,,
SC,Passo de Torres,125.37,110.87,109.73,120.53,116.625,,,,
SC,Passos Maia,160.37,155.33,153.67,178.17,161.885,,,,
SC,Paulo Lopes,162.43,123.1,100.57,130.3,129.1,,,,
SC,Pedras Grandes,164.47,113.9,97.57,122.17,124.5275,,,,
SC,Penha,191.47,137.97,91.2,135.27,138.9775,,,,
SC,Peritiba,150.6,126.33,136.27,164.5,144.425,,,,
SC,Pescaria Brava,,,,,#DIV/0!,,,,
SC,Petrolândia,161.43,111.27,110.93,138.43,130.515,,,,
SC,Piçarras,191.47,137.97,91.2,135.27,138.9775,,,,
SC,Pinhalzinho,169.5,151.1,144.2,175.23,160.0075,,,,
SC,Pinheiro Preto,154.3,121.97,126.53,157.1,139.975,,,,
SC,Piratuba,141.5,112.9,121.7,157.57,133.4175,,,,
SC,Planalto Alegre,162.33,144.67,140.93,169.4,154.3325,,,,
SC,Pomerode,187.63,124.43,104.43,144.47,140.24,,,,
SC,Ponte Alta,159.55,117.17,118.98,148.07,135.9425,,,,
SC,Ponte Alta do Norte,161.2,121.17,120.93,151.27,138.6425,,,,
SC,Ponte Serrada,167.72,157.93,160.72,183.52,167.4725,,,,
SC,Porto Belo,178.17,134.9,86.3,128.1,131.8675,,,,
SC,Porto União,155.52,127.59,121.64,152.06,139.2025,,,,
SC,Pouso Redondo,162.35,109.03,105.12,136.97,128.3675,,,,
SC,Praia Grande,161.47,147.57,149.57,153.37,152.995,,,,
SC,Presidente Castelo Branco,144.53,118.37,124.73,161.2,137.2075,,,,
SC,Presidente Getúlio,162.83,107.93,102.47,134.43,126.915,,,,
SC,Presidente Nereu,167.1,112.87,104.1,136.53,130.15,,,,
SC,Princesa,,,,,#DIV/0!,,,,
SC,Quilombo,175.37,159.22,152.27,182.83,167.4225,,,,
SC,Rancho Queimado,169.53,123.87,113.57,141.27,137.06,,,,
SC,Rio das Antas,157.13,125.8,127.07,156.4,141.6,,,,
SC,Rio do Campo,157.92,111.97,107.38,139.57,129.21,,,,
SC,Rio do Oeste,163.3,108.13,102.57,135.37,127.3425,,,,
SC,Rio dos Cedros,174.07,118.8,100.6,138.1,132.8925,,,,
SC,Rio do Sul,163.27,108.6,102.93,134.17,127.2425,,,,
SC,Rio Fortuna,162.67,111.73,100.93,125.63,125.24,,,,
SC,Rio Negrinho,166.68,113.18,96,132.23,127.0225,,,,
SC,Rio Rufino,158.77,114.83,123.2,143.47,135.0675,,,,
SC,Riqueza,155.63,139.37,135.03,162.3,148.0825,,,,
SC,Rodeio,170.63,114.13,102.57,137.27,131.15,,,,
SC,Romelândia,167.23,149.27,141.63,173.77,157.975,,,,
SC,Salete,158.6,109.27,103.9,136.73,127.125,,,,
SC,Saltinho,,,,,#DIV/0!,,,,
SC,Salto Veloso,155.4,131.77,134.23,163.1,146.125,,,,
SC,Sangão,146.9,116.3,103.93,123.3,122.6075,,,,
SC,Santa Cecília,157.79,119.94,117.58,147.84,135.7875,,,,
SC,Santa Helena,153.03,138.6,135.23,160.93,146.9475,,,,
SC,Santa Rosa de Lima,158.7,111.7,98.27,122.63,122.825,,,,
SC,Santa Rosa do Sul,131.3,111.73,108.5,121.57,118.275,,,,
SC,Santa Terezinha,153,105.95,99.3,132.07,122.58,,,,
SC,Santa Terezinha do Progresso,,,,,#DIV/0!,,,,
SC,Santiago do Sul,,,,,#DIV/0!,,,,
SC,Santo Amaro da Imperatriz,167.77,123.57,97.93,131.97,130.31,,,,
SC,São Bernardino,,,,,#DIV/0!,,,,
SC,São Bento do Sul,172.83,118.03,96.13,134.37,130.34,,,,
SC,São Bonifácio,166.3,124.13,109.3,136.4,134.0325,,,,
SC,São Carlos,161.47,142.5,139.27,166.73,152.4925,,,,
SC,São Cristovão do Sul,160.72,119.22,118.95,149.22,137.0275,,,,
SC,São Domingos,180.43,167.4,160.38,190.05,174.565,,,,
SC,São Francisco do Sul,218.07,170.73,87.63,140.77,154.3,,,,
SC,São João do Oeste,148.1,135.3,133.57,157.6,143.6425,,,,
SC,São João Batista,175.02,120.58,95.22,135.82,131.66,,,,
SC,São João do Itaperiú,198.97,142.5,91.23,138.73,142.8575,,,,
SC,São João do Sul,125.37,110.87,109.73,120.53,116.625,,,,
SC,São Joaquim,155.81,119.28,138.07,147.7,140.215,,,,
SC,São José,171.03,121.53,95.28,132.72,130.14,,,,
SC,São José do Cedro,163.8,147.67,139.03,171.23,155.4325,,,,
SC,São José do Cerrito,160.09,121.26,128.8,153.5,140.9125,,,,
SC,São Lourenço do Oeste,176,159.83,151.32,184.25,167.85,,,,
SC,São Ludgero,164.47,113.9,97.57,122.17,124.5275,,,,
SC,São Martinho,157.98,114.68,100.18,124.55,124.3475,,,,
SC,São Miguel da Boa Vista,164.57,146,140.1,169.93,155.15,,,,
SC,São Miguel do Oeste,157.58,141.23,135.73,164.32,149.715,,,,
SC,São Pedro de Alcântara,,,,,#DIV/0!,,,,
SC,Saudades,166.3,146.33,141.93,170.43,156.2475,,,,
SC,Schroeder,198.1,130.63,98.33,145.77,143.2075,,,,
SC,Seara,174.47,161.27,161.67,186.1,170.8775,,,,
SC,Serra Alta,169.93,151.9,145.93,175.73,160.8725,,,,
SC,Siderópolis,159.42,122.5,127.27,141.07,137.565,,,,
SC,Sombrio,124.3,106.37,101.67,115.53,111.9675,,,,
SC,Sul Brasil,169.5,151.1,144.2,175.23,160.0075,,,,
SC,Taió,160.38,111.7,107.72,140.12,129.98,,,,
SC,Tangará,154.3,121.97,126.53,157.1,139.975,,,,
SC,Tigrinhos,,,,,#DIV/0!,,,,
SC,Tijucas,176.23,125,88.63,132.33,130.5475,,,,
SC,Timbé do Sul,161.17,131.43,140.33,146.83,144.94,,,,
SC,Timbó,187.63,124.43,104.43,144.47,140.24,,,,
SC,Timbó Grande,153.83,120.85,117.12,146.93,134.6825,,,,
SC,Três Barras,132.48,97.95,92.23,121.82,111.12,,,,
SC,Treviso,,,,,#DIV/0!,,,,
SC,Treze de Maio,161.7,116.83,99.17,124.13,125.4575,,,,
SC,Treze Tílias,157.7,140.4,143.57,169.33,152.75,,,,
SC,Trombudo Central,162.97,107.47,102.87,134.77,127.02,,,,
SC,Tubarão,151.03,112.2,98.43,119.7,120.34,,,,
SC,Tunápolis,146.27,132.73,129.47,154.47,140.735,,,,
SC,Turvo,130.68,105.7,98.77,115.77,112.73,,,,
SC,União do Oeste,169.5,151.1,144.2,175.23,160.0075,,,,
SC,Urubici,159.93,118.66,129.89,147.22,138.925,,,,
SC,Urupema,156.03,115.57,131.37,147.83,137.7,,,,
SC,Urussanga,164.47,113.9,97.57,122.17,124.5275,,,,
SC,Vargeão,185.43,174.57,178.17,197.07,183.81,,,,
SC,Vargem,165.23,127.93,140.57,161.13,148.715,,,,
SC,Vargem Bonita,158.97,146.07,148.93,173.83,156.95,,,,
SC,Vidal Ramos,166.23,113.13,105.77,136.63,130.44,,,,
SC,Videira,157.57,126.58,129.9,158.4,143.1125,,,,
SC,Vitor Meireles,159,107.23,99.83,133.23,124.8225,,,,
SC,Witmarsum,162.07,108.45,101.93,134.85,126.825,,,,
SC,Xanxerê,192.02,179.7,180.8,200.3,188.205,,,,
SC,Xavantina,174.47,161.27,161.67,186.1,170.8775,,,,
SC,Xaxim,180.17,167.5,164.3,189.17,175.285,,,,
SC,Zortéa,,,,,#DIV/0!,,,,
SC,Balneário Rincão,,,,,#DIV/0!,,,,
SC,São Miguel,,,,,#DIV/0!,,,,
SE,Amparo de São Francisco,35.27,105.7,109.13,34.53,71.1575,,,,
SE,Aquidabã,31.33,107.33,114.1,37.47,72.5575,,,,
SE,Aracaju,61.43,217.97,176.03,70.6,131.5075,,,,
SE,Arauá,56.87,163.53,154.6,62.6,109.4,,,,
SE,Areia Branca,39.07,133.27,150.77,51.87,93.745,,,,
SE,Barra dos Coqueiros,49.33,210.57,176.27,68.87,126.26,,,,
SE,Boquim,58.83,168.83,158.93,58.7,111.3225,,,,
SE,Brejo Grande,42.63,160.17,141.3,50.07,98.5425,,,,
SE,Campo do Brito,45.8,138.8,140.83,50.43,93.965,,,,
SE,Canhoba,34.83,103,108.97,33.03,69.9575,,,,
SE,Canindé de São Francisco,43.51,65.39,46.73,15.47,42.775,,,,
SE,Capela,39.78,159.7,154.73,53.78,101.9975,,,,
SE,Carira,35.88,70.88,66.45,27.28,50.1225,,,,
SE,Carmópolis,42.73,177.33,172.27,60.63,113.24,,,,
SE,Cedro de São João,31.3,114.77,110.87,36.3,73.31,,,,
SE,Cristinápolis,58.2,148.7,139.77,59.9,101.6425,,,,
SE,Cumbe,31.13,97.5,101.43,31.83,65.4725,,,,
SE,Divina Pastora,41.2,143.63,160.23,50.9,98.99,,,,
SE,Estância,62.53,195.97,175.83,62.8,124.2825,,,,
SE,Feira Nova,33.2,90,97.87,26.37,61.86,,,,
SE,Frei Paulo,33.75,91.6,94.32,34.65,63.58,,,,
SE,Gararu,27.8,76.47,75.3,22.07,50.41,,,,
SE,General Maynard,49.33,210.57,176.27,68.87,126.26,,,,
SE,Gracho Cardoso,31.13,97.5,101.43,31.83,65.4725,,,,
SE,Ilha das Flores,42.63,160.17,141.3,50.07,98.5425,,,,
SE,Indiaroba,66.43,185.87,172.5,73.5,124.575,,,,
SE,Itabaiana,36.7,120.83,137.02,46.95,85.375,,,,
SE,Itabaianinha,47.02,117.38,114.67,51.42,82.6225,,,,
SE,Itabi,31.3,91.7,94.3,27.87,61.2925,,,,
SE,Itaporanga d'Ajuda,58.15,196.62,174.52,62.47,122.94,,,,
SE,Japaratuba,36.02,157.57,142.92,47.1,95.9025,,,,
SE,Japoatã,36.77,156.5,133.37,42.73,92.3425,,,,
SE,Lagarto,51.6,137.62,133.87,48.42,92.8775,,,,
SE,Laranjeiras,48.7,169.3,181.33,62,115.3325,,,,
SE,Macambira,32.23,100.43,101.13,36.47,67.565,,,,
SE,Malhada dos Bois,31.3,114.77,110.87,36.3,73.31,,,,
SE,Malhador,41.2,143.63,160.23,50.9,98.99,,,,
SE,Maruim,48.63,196.43,183.57,67,123.9075,,,,
SE,Moita Bonita,34.33,108.4,123.27,42.03,77.0075,,,,
SE,Monte Alegre de Sergipe,38,81.72,78.97,24.72,55.8525,,,,
SE,Muribeca,34.2,146,131.37,42.33,88.475,,,,
SE,Neópolis,33.47,133.5,116.57,36.87,80.1025,,,,
SE,Nossa Senhora Aparecida,37.73,84,88.97,28.1,59.7,,,,
SE,Nossa Senhora da Glória,34.13,92.9,94.47,25.6,61.775,,,,
SE,Nossa Senhora das Dores,38.03,130.3,140.48,44.52,88.3325,,,,
SE,Nossa Senhora de Lourdes,34.83,103,108.97,33.03,69.9575,,,,
SE,Nossa Senhora do Socorro,61.43,217.97,176.03,70.6,131.5075,,,,
SE,Pacatuba,42.43,177.53,150.9,54.27,106.2825,,,,
SE,Pedra Mole,35.47,91.27,90.7,31.7,62.285,,,,
SE,Pedrinhas,49.8,134.2,129.63,54.97,92.15,,,,
SE,Pinhão,35.47,91.27,90.7,31.7,62.285,,,,
SE,Pirambu,42.43,177.53,150.9,54.27,106.2825,,,,
SE,Poço Redondo,42.16,68.81,55.73,20.9,46.9,,,,
SE,Poço Verde,43.5,101.8,99.43,36.03,70.19,,,,
SE,Porto da Folha,34.43,79.38,72.52,22.17,52.125,,,,
SE,Propriá,33.47,133.5,116.57,36.87,80.1025,,,,
SE,Riachão do Dantas,48.77,113.3,118.02,48.3,82.0975,,,,
SE,Riachuelo,48.7,169.3,181.33,62,115.3325,,,,
SE,Ribeirópolis,33.6,89.53,99.6,32.2,63.7325,,,,
SE,Rosário do Catete,42.73,177.33,172.27,60.63,113.24,,,,
SE,Salgado,58.83,168.83,158.93,58.7,111.3225,,,,
SE,Santa Luzia do Itanhy,76.1,227.13,209.97,82.3,148.875,,,,
SE,Santana do São Francisco,33.47,133.5,116.57,36.87,80.1025,,,,
SE,Santa Rosa de Lima,41.2,143.63,160.23,50.9,98.99,,,,
SE,Santo Amaro das Brotas,48.63,196.43,183.57,67,123.9075,,,,
SE,São Cristóvão,55.6,184.2,170,67.73,119.3825,,,,
SE,São Domingos,45.8,138.8,140.83,50.43,93.965,,,,
SE,São Francisco,31.3,114.77,110.87,36.3,73.31,,,,
SE,São Miguel do Aleixo,33.6,89.53,99.6,32.2,63.7325,,,,
SE,Simão Dias,45.52,115.07,116,41.7,79.5725,,,,
SE,Siriri,42.73,177.33,172.27,60.63,113.24,,,,
SE,Telha,31.3,114.77,110.87,36.3,73.31,,,,
SE,Tobias Barreto,44.18,92.64,90.49,41.9,67.3025,,,,
SE,Tomar do Geru,44.23,100.57,99.7,47.87,73.0925,,,,
SE,Umbaúba,58.2,148.7,139.77,59.9,101.6425,,,,
SP,Adamantina,184,87.5,37.13,106.97,103.9,,,,
SP,Adolfo,190.97,76.73,25.23,92.63,96.39,,,,
SP,Aguaí,236,90.9,26.5,114.33,116.9325,,,,
SP,Águas da Prata,262.5,107.63,28.33,131.13,132.3975,,,,
SP,Águas de Lindóia,258.27,100.43,33.83,124.43,129.24,,,,
SP,Águas de Santa Bárbara,194.07,86.1,45.5,106.7,108.0925,,,,
SP,Águas de São Pedro,215.43,82.77,29.5,101.47,107.2925,,,,
SP,Agudos,196.87,80.47,38.55,101.12,104.2525,,,,
SP,Alambari,176.4,77,39.57,95.23,97.05,,,,
SP,Alfredo Marcondes,181.1,87.23,42.7,109.8,105.2075,,,,
SP,Altair,230.17,84.97,17.7,101.13,108.4925,,,,
SP,Altinópolis,255.42,101.61,18.72,128.03,125.945,,,,
SP,Alto Alegre,202,82.07,28.97,99.03,103.0175,,,,
SP,Alumínio,213.67,92.03,47.67,114.67,117.01,,,,
SP,Álvares Florence,214.57,88.63,22.63,104.37,107.55,,,,
SP,Álvares Machado,177.77,87.9,46.03,110.63,105.5825,,,,
SP,Álvaro de Carvalho,199.17,80.93,34.4,100.03,103.6325,,,,
SP,Alvinlândia,201.13,86.83,40.93,105.5,108.5975,,,,
SP,Americana,212.67,79.1,31.37,102.7,106.46,,,,
SP,Américo Brasiliense,224.3,85.83,26.07,112.67,112.2175,,,,
SP,Américo de Campos,218.4,88.33,20.77,103.67,107.7925,,,,
SP,Amparo,241.97,90.17,36.73,113.67,120.635,,,,
SP,Analândia,232.37,91.3,30.97,119.93,118.6425,,,,
SP,Andradina,187.94,85.37,28.06,101.98,100.8375,,,,
SP,Angatuba,186.07,80.67,39.05,97.03,100.705,,,,
SP,Anhembi,199.83,83.13,34.8,96.5,103.565,,,,
SP,Anhumas,180.4,89.83,47.38,111.82,107.3575,,,,
SP,Aparecida,227.77,94.57,25.7,106.87,113.7275,,,,
SP,Aparecida d'Oeste,201.7,86.57,26.97,100.53,103.9425,,,,
SP,Apiaí,191.98,107.36,69.56,116.9,121.45,,,,
SP,Araçariguama,207.83,83.33,39.47,103.17,108.45,,,,
SP,Araçatuba,194.02,83.85,29.77,101.77,102.3525,,,,
SP,Araçoiaba da Serra,171.73,75.23,37.73,90.63,93.83,,,,
SP,Aramina,258.53,101.03,13.5,123.47,124.1325,,,,
SP,Arandu,191,86.07,47.87,106.1,107.76,,,,
SP,Arapeí,243.17,111.33,26.4,115.73,124.1575,,,,
SP,Araraquara,226.08,84.51,25.13,109.11,111.2075,,,,
SP,Araras,222.48,80.93,27.3,107.25,109.49,,,,
SP,Arco-Íris,,,,,#DIV/0!,,,,
SP,Arealva,196.13,75.8,28.75,93.03,98.4275,,,,
SP,Areias,256.07,105.38,28.25,123.77,128.3675,,,,
SP,Areiópolis,207,80.2,36.77,102.8,106.6925,,,,
SP,Ariranha,221.67,80,19.5,101.6,105.6925,,,,
SP,Artur Nogueira,217.3,84.3,29.83,100.93,108.09,,,,
SP,Arujá,246.2,125.97,54.83,140.73,141.9325,,,,
SP,Aspásia,208.57,90.03,27.03,103.27,107.225,,,,
SP,Assis,180.5,86.03,44.63,107.83,104.7475,,,,
SP,Atibaia,216.63,89.97,36.3,110.73,113.4075,,,,
SP,Auriflama,195.35,81.47,26.37,98.7,100.4725,,,,
SP,Avaí,195.13,80.3,32.47,95.85,100.9375,,,,
SP,Avanhandava,195.53,79.8,27.77,95.43,99.6325,,,,
SP,Avaré,195.31,86.73,47.13,106.59,108.94,,,,
SP,Bady Bassitt,207.33,78.07,22,97.67,101.2675,,,,
SP,Balbinos,195.1,77.73,29.93,96,99.69,,,,
SP,Bálsamo,211.03,81.17,21.6,97.2,102.75,,,,
SP,Bananal,240.11,105.19,28.93,116.32,122.6375,,,,
SP,Barão de Antonina,163.1,84.1,55.87,104.97,102.01,,,,
SP,Barbosa,188.73,78.6,26.6,94.7,97.1575,,,,
SP,Bariri,202,76.33,25.87,96.8,100.25,,,,
SP,Barra Bonita,210.27,79.53,33.7,103.27,106.6925,,,,
SP,Barra do Chapéu,183.93,98.63,69.47,116.33,117.09,,,,
SP,Barra do Turvo,218.94,147.66,82.13,135,145.9325,,,,
SP,Barretos,226.85,88.15,17.46,108.43,110.2225,,,,
SP,Barrinha,238.6,86.03,20,111.5,114.0325,,,,
SP,Barueri,211.33,88.67,38.37,104.2,110.6425,,,,
SP,Bastos,186.77,88.07,39.87,110.1,106.2025,,,,
SP,Batatais,256.82,100.14,17.77,126.94,125.4175,,,,
SP,Bauru,193.03,76.03,32.77,93.03,98.715,,,,
SP,Bebedouro,230.57,89.57,18.88,104.95,110.9925,,,,
SP,Bento de Abreu,186.73,85.47,33.47,104.2,102.4675,,,,
SP,Bernardino de Campos,187.03,87.3,47.77,107.3,107.35,,,,
SP,Bertioga,378.63,286,151.73,313.37,282.4325,,,,
SP,Bilac,195.07,84.17,30.63,102.5,103.0925,,,,
SP,Birigui,197.15,82.38,27.98,99.12,101.6575,,,,
SP,Biritiba-Mirim,308.83,202.43,109.03,229.8,212.5225,,,,
SP,Boa Esperança do Sul,218.9,82.95,26.5,106.23,108.645,,,,
SP,Bocaina,210.57,80.23,27.63,102.93,105.34,,,,
SP,Bofete,192.47,81.93,37.68,96.75,102.2075,,,,
SP,Boituva,182.77,76,34.27,92.57,96.4025,,,,
SP,Bom Jesus dos Perdões,224.5,94.23,36.93,111.63,116.8225,,,,
SP,Bom Sucesso de Itararé,184.7,95.2,66.83,115.1,115.4575,,,,
SP,Borá,183.83,85.8,41.2,108.5,104.8325,,,,
SP,Boracéia,200,74.5,29.3,97.7,100.375,,,,
SP,Borborema,207.73,80.03,26.97,97.6,103.0825,,,,
SP,Borebi,201.6,79.7,37.53,101.4,105.0575,,,,
SP,Botucatu,206.74,86.8,39.93,104.28,109.4375,,,,
SP,Bragança Paulista,227.2,92.37,37.8,112.5,117.4675,,,,
SP,Braúna,198.63,82.7,30.63,101.73,103.4225,,,,
SP,Brejo Alegre,,,,,#DIV/0!,,,,
SP,Brodowski,250.73,95,18.17,121.13,121.2575,,,,
SP,Brotas,223.03,82.35,30.32,108.23,110.9825,,,,
SP,Buri,174.51,80.59,46.91,97.88,99.9725,,,,
SP,Buritama,190.97,78.03,28.03,97.57,98.65,,,,
SP,Buritizal,262.4,102.43,12.77,123.83,125.3575,,,,
SP,Cabrália Paulista,196.97,84.43,40.8,105.1,106.825,,,,
SP,Cabreúva,207.07,81.17,38,104.2,107.61,,,,
SP,Caçapava,206.6,92.63,29.57,102.3,107.775,,,,
SP,Cachoeira Paulista,250.17,95.87,23.37,114.53,120.985,,,,
SP,Caconde,254.2,100.4,21.8,130.43,126.7075,,,,
SP,Cafelândia,197.67,77.33,29.64,97.31,100.4875,,,,
SP,Caiabu,182.93,88.83,43.73,111.5,106.7475,,,,
SP,Caieiras,209.8,86.03,36.77,99.2,107.95,,,,
SP,Caiuá,173.22,84.65,38.8,108.72,101.3475,,,,
SP,Cajamar,213.27,84.13,37.57,104.9,109.9675,,,,
SP,Cajati,221.3,151.42,77.12,127.32,144.29,,,,
SP,Cajobi,225.37,83.8,19.6,101.37,107.535,,,,
SP,Cajuru,244.33,92.67,19.33,116.87,118.3,,,,
SP,Campina do Monte Alegre,176.13,79.37,41.4,95.8,98.175,,,,
SP,Campinas,212.27,81.57,34.7,107.95,109.1225,,,,
SP,Campo Limpo Paulista,215.67,85.97,37.37,104.77,110.945,,,,
SP,Campos do Jordão,283.9,115.4,46.03,140.5,146.4575,,,,
SP,Campos Novos Paulista,188.97,84.17,43.47,106.12,105.6825,,,,
SP,Cananéia,266.25,211.4,97.22,155.17,182.51,,,,
SP,Canas,,,,,#DIV/0!,,,,
SP,Cândido Mota,178.43,87.63,47.37,108.5,105.4825,,,,
SP,Cândido Rodrigues,221.27,81.17,22.33,101.67,106.61,,,,
SP,Canitar,185.8,92.93,52.83,112.37,110.9825,,,,
SP,Capão Bonito,177.9,95.2,56.08,100.83,107.5025,,,,
SP,Capela do Alto,178.57,76.67,36.17,91.1,95.6275,,,,
SP,Capivari,205.1,75.13,34.5,103.5,104.5575,,,,
SP,Caraguatatuba,260.07,149.3,64.43,148.67,155.6175,,,,
SP,Carapicuíba,208.5,96.47,43.3,107.3,113.8925,,,,
SP,Cardoso,215.6,91.47,23.37,107,109.36,,,,
SP,Casa Branca,231.95,85.78,22.93,112.35,113.2525,,,,
SP,Cássia dos Coqueiros,251.63,98.47,20.6,124.77,123.8675,,,,
SP,Castilho,183.63,89.3,29.68,106.78,102.3475,,,,
SP,Catanduva,221.13,83,21.1,100.77,106.5,,,,
SP,Catiguá,217.07,79.97,21.8,99.13,104.4925,,,,
SP,Cedral,215.43,79.63,21.47,99.13,103.915,,,,
SP,Cerqueira César,195.87,85.43,45.03,106.03,108.09,,,,
SP,Cerquilho,182.77,76,34.27,92.57,96.4025,,,,
SP,Cesário Lange,187.03,76.2,35.43,95.5,98.54,,,,
SP,Charqueada,218.77,84.77,27.97,104.63,109.035,,,,
SP,Clementina,193.9,84.57,32.77,104.2,103.86,,,,
SP,Colina,229.3,86.23,18.3,104.38,109.5525,,,,
SP,Colômbia,232.87,94.77,16.25,116.1,114.9975,,,,
SP,Conchal,226.97,83.53,26.43,107.8,111.1825,,,,
SP,Conchas,194,80.73,33.33,93.53,100.3975,,,,
SP,Cordeirópolis,221.4,81.6,27.57,106.63,109.3,,,,
SP,Coroados,190.83,78.4,27.13,95.57,97.9825,,,,
SP,Coronel Macedo,163.27,81.17,53.83,102.67,100.235,,,,
SP,Corumbataí,226.83,84.2,29.1,112.17,113.075,,,,
SP,Cosmópolis,215.07,80.73,28.37,100.63,106.2,,,,
SP,Cosmorama,215.37,85.77,21.4,100.77,105.8275,,,,
SP,Cotia,208.5,96.47,43.3,107.3,113.8925,,,,
SP,Cravinhos,247.7,91,19.3,118.47,119.1175,,,,
SP,Cristais Paulista,261.97,108.07,17.6,132.73,130.0925,,,,
SP,Cruzália,176.57,88.37,47.67,107.67,105.07,,,,
SP,Cruzeiro,236.8,101.57,25.93,113.77,119.5175,,,,
SP,Cubatão,337.83,248.2,116.77,219.93,230.6825,,,,
SP,Cunha,247.52,107.82,36.16,123.68,128.795,,,,
SP,Descalvado,229.97,84.88,26.24,115.6,114.1725,,,,
SP,Diadema,249.97,149.57,70,154.93,156.1175,,,,
SP,Dirce Reis,202.23,85.77,26.6,101.37,103.9925,,,,
SP,Divinolândia,254.2,99.9,22.33,127.8,126.0575,,,,
SP,Dobrada,231,83.93,22.77,103.97,110.4175,,,,
SP,Dois Córregos,215.7,80.9,30.97,106.17,108.435,,,,
SP,Dolcinópolis,214.47,93.07,26.43,106.2,110.0425,,,,
SP,Dourado,216.2,82.13,28.5,106.57,108.35,,,,
SP,Dracena,179.3,86.43,38,105.67,102.35,,,,
SP,Duartina,194.97,82.43,36.93,101.47,103.95,,,,
SP,Dumont,244.57,88.63,19.67,116,117.2175,,,,
